DCC id	Title	Data File	Data Filepath	Level 1 <organism>	Level 2 <Target>	Level 3 <Technique>	Level 4 <File Format>	Filename <Factor>	Filename <Condition>	Filename <Technique>	Filename <ReplicateSetNum>	Filename <ChIP>	Filename <label>	Filename <Build>	Filename <Modencode ID>
23	E0-12_insulator_GAF	E0-12_GAF_negre_restpeak_affy_1.fc.bar.txt_IGB.wig	E0-12_GAF_negre_restpeak_affy_1.fc.bar.txt_IGB.wig	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	normalized-arrayfile_wiggle	GAF	Developmental-Stage_Embryo 0-12h	ChIP-chip	0			Dmel_r5.4	modENCODE_23
23	E0-12_insulator_GAF	GAF_1fdr.gff	GAF_1fdr.gff	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	computed-peaks_gff3	GAF	Developmental-Stage_Embryo 0-12h	ChIP-chip	all			Dmel_r5.4	modENCODE_23
23	E0-12_insulator_GAF	ss2_input.CEL	ss2_input.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	GAF	Developmental-Stage_Embryo 0-12h	ChIP-chip	2	input		Dmel_r5.4	modENCODE_23
23	E0-12_insulator_GAF	ss8_3558_GAF.CEL	ss8_3558_GAF.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	GAF	Developmental-Stage_Embryo 0-12h	ChIP-chip	2	ChIP		Dmel_r5.4	modENCODE_23
24	Embryo 0-12h insulator Mod(mdg4) ChIP-chip	A2_input.CEL	A2_input.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	mod(mdg4)	Developmental-Stage_Embryo 0-12h	ChIP-chip	0	input		Dmel_r5.4	modENCODE_24
24	Embryo 0-12h insulator Mod(mdg4) ChIP-chip	A2_mdj4.CEL	A2_mdj4.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	mod(mdg4)	Developmental-Stage_Embryo 0-12h	ChIP-chip	0	ChIP		Dmel_r5.4	modENCODE_24
24	Embryo 0-12h insulator Mod(mdg4) ChIP-chip	B2_input_2.CEL	B2_input_2.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	mod(mdg4)	Developmental-Stage_Embryo 0-12h	ChIP-chip	1	input		Dmel_r5.4	modENCODE_24
24	Embryo 0-12h insulator Mod(mdg4) ChIP-chip	B2_mdj4.CEL	B2_mdj4.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	mod(mdg4)	Developmental-Stage_Embryo 0-12h	ChIP-chip	1	ChIP		Dmel_r5.4	modENCODE_24
24	Embryo 0-12h insulator Mod(mdg4) ChIP-chip	E0-12_ModMdg4_restpeak_affy_1.fc.bar.txt_IGB.wig	E0-12_ModMdg4_restpeak_affy_1.fc.bar.txt_IGB.wig	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	normalized-arrayfile_wiggle	mod(mdg4)	Developmental-Stage_Embryo 0-12h	ChIP-chip	0			Dmel_r5.4	modENCODE_24
24	Embryo 0-12h insulator Mod(mdg4) ChIP-chip	Mod(mdg4)_1fdr.gff	Mod(mdg4)_1fdr.gff	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	computed-peaks_gff3	mod(mdg4)	Developmental-Stage_Embryo 0-12h	ChIP-chip	all			Dmel_r5.4	modENCODE_24
24	Embryo 0-12h insulator Mod(mdg4) ChIP-chip	ss2_input.CEL	ss2_input.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	mod(mdg4)	Developmental-Stage_Embryo 0-12h	ChIP-chip	2	input		Dmel_r5.4	modENCODE_24
24	Embryo 0-12h insulator Mod(mdg4) ChIP-chip	ss7_mdj4.CEL	ss7_mdj4.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	mod(mdg4)	Developmental-Stage_Embryo 0-12h	ChIP-chip	2	ChIP		Dmel_r5.4	modENCODE_24
27	Embryo 0-12h su(Hw) ChIP-chip	A1_Input.CEL	A1_Input.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	Su(Hw)	Developmental-Stage_Embryo 0-12h	ChIP-chip	0	input		Dmel_r5.4	modENCODE_27
27	Embryo 0-12h su(Hw) ChIP-chip	A1_suHw.CEL	A1_suHw.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	Su(Hw)	Developmental-Stage_Embryo 0-12h	ChIP-chip	0	ChIP		Dmel_r5.4	modENCODE_27
27	Embryo 0-12h su(Hw) ChIP-chip	E0-12_suHw_negre_restpeak_affy_1.fc.bar.txt_IGB.wig	E0-12_suHw_negre_restpeak_affy_1.fc.bar.txt_IGB.wig	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	normalized-arrayfile_wiggle	Su(Hw)	Developmental-Stage_Embryo 0-12h	ChIP-chip	0			Dmel_r5.4	modENCODE_27
27	Embryo 0-12h su(Hw) ChIP-chip	ss1_suHw.CEL	ss1_suHw.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	Su(Hw)	Developmental-Stage_Embryo 0-12h	ChIP-chip	1	ChIP		Dmel_r5.4	modENCODE_27
27	Embryo 0-12h su(Hw) ChIP-chip	ss2_input.CEL	ss2_input.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	Su(Hw)	Developmental-Stage_Embryo 0-12h	ChIP-chip	1	input		Dmel_r5.4	modENCODE_27
27	Embryo 0-12h su(Hw) ChIP-chip	ss5_suHw.CEL	ss5_suHw.CEL	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_CEL	Su(Hw)	Developmental-Stage_Embryo 0-12h	ChIP-chip	2	ChIP		Dmel_r5.4	modENCODE_27
27	Embryo 0-12h su(Hw) ChIP-chip	SuHw_1fdr.gff	SuHw_1fdr.gff	Dmel_r5.4	Non-TF-Chromatin-binding-factor	ChIP-chip	computed-peaks_gff3	Su(Hw)	Developmental-Stage_Embryo 0-12h	ChIP-chip	all			Dmel_r5.4	modENCODE_27
40	Dm_1182-4H_TotalRNA_p200_038-040-042_38bp	1182-4H.bed.gff3	1182-4H.bed.gff3	Dmel_r5.4	mRNA	RNA-tiling-array	gene-model_gff3	total-RNA	Cell-Line_1182-4H;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	RNA-tiling-array	all			Dmel_r5.4	modENCODE_40
40	Dm_1182-4H_TotalRNA_p200_038-040-042_38bp	Dro2_AS_1182-4H_568.gr	Dro2_AS_1182-4H_568.gr	Dmel_r5.4	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Cell-Line_1182-4H;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	RNA-tiling-array	0			Dmel_r5.4	modENCODE_40
40	Dm_1182-4H_TotalRNA_p200_038-040-042_38bp	Dro2_AS_1182-4H_C01_B1_T1.CEL.bz2	Dro2_AS_1182-4H_C01_B1_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Cell-Line_1182-4H;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	RNA-tiling-array	0		Biotin	Dmel_r5.4	modENCODE_40
40	Dm_1182-4H_TotalRNA_p200_038-040-042_38bp	Dro2_AS_1182-4H_C01_B2_T1.CEL.bz2	Dro2_AS_1182-4H_C01_B2_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Cell-Line_1182-4H;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	RNA-tiling-array	1		Biotin	Dmel_r5.4	modENCODE_40
40	Dm_1182-4H_TotalRNA_p200_038-040-042_38bp	Dro2_AS_1182-4H_C01_B3_T1.CEL.bz2	Dro2_AS_1182-4H_C01_B3_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Cell-Line_1182-4H;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	RNA-tiling-array	2		Biotin	Dmel_r5.4	modENCODE_40
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIN2_I-IV_86700_532.pair	raw_data/HTZIN2_I-IV_86700_532.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	0	input	Cy3	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIN2_IV-X_86352_532.pair	raw_data/HTZIN2_IV-X_86352_532.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	0	input	Cy3	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIN3_I-IV_86699_532.pair	raw_data/HTZIN3_I-IV_86699_532.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	1	input	Cy3	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIN3_IV-X_86364_532.pair	raw_data/HTZIN3_IV-X_86364_532.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	1	input	Cy3	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIN4_I-IV_89336_532.pair	raw_data/HTZIN4_I-IV_89336_532.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	2	input	Cy3	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIN4_IV-X_89327_532.pair	raw_data/HTZIN4_IV-X_89327_532.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	2	input	Cy3	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIN5_I-IV_89335_635.pair	raw_data/HTZIN5_I-IV_89335_635.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	3	input	Cy5	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIN5_IV-X_89334_635.pair	raw_data/HTZIN5_IV-X_89334_635.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	3	input	Cy5	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP2_I-IV_86700_635.pair	raw_data/HTZIP2_I-IV_86700_635.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	0	ChIP	Cy5	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP2_IV-X_86352_635.pair	raw_data/HTZIP2_IV-X_86352_635.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	0	ChIP	Cy5	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP2_WS180.wig	normalized_data/HTZIP2_WS180.wig	Cele_WS190	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wiggle	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	0			Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP3_I-IV_86699_635.pair	raw_data/HTZIP3_I-IV_86699_635.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	1	ChIP	Cy5	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP3_IV-X_86364_635.pair	raw_data/HTZIP3_IV-X_86364_635.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	1	ChIP	Cy5	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP3_WS180.wig	normalized_data/HTZIP3_WS180.wig	Cele_WS190	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wiggle	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	1			Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP4_I-IV_89336_635.pair	raw_data/HTZIP4_I-IV_89336_635.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	2	ChIP	Cy5	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP4_IV-X_89327_635.pair	raw_data/HTZIP4_IV-X_89327_635.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	2	ChIP	Cy5	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP4_WS180.wig	normalized_data/HTZIP4_WS180.wig	Cele_WS190	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wiggle	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	2			Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP5_dyeswap_WS180.wig	normalized_data/HTZIP5_dyeswap_WS180.wig	Cele_WS190	Chromatin-Structure	ChIP-chip	normalized-arrayfile_wiggle	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	3			Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP5_I-IV_89335_532.pair	raw_data/HTZIP5_I-IV_89335_532.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	3	ChIP	Cy3	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP5_IV-X_89334_532.pair	raw_data/HTZIP5_IV-X_89334_532.pair	Cele_WS190	Chromatin-Structure	ChIP-chip	raw-arrayfile_pair	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	3	ChIP	Cy3	Cele_WS190	modENCODE_43
43	HTZ-1_N2_Mixed_Embryos (BK00001_HTZ1_N2_MXEMB)	HTZIP_chipotle_peaks_WS180.gff3	computed_peaks/HTZIP_chipotle_peaks_WS180.gff3	Cele_WS190	Chromatin-Structure	ChIP-chip	computed-peaks_gff3	HTZ-1	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	all			Cele_WS190	modENCODE_43
44	POL-2_N2_Mixed_Embryos (CVMMS126R_8WG16_N2_MXEMB)	RNAPIIIN1_89324_532.pair	raw_data/RNAPIIIN1_89324_532.pair	Cele_WS190	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_pair	RNA polII CTD domain unphosophorylated	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	0	input	Cy3 dye	Cele_WS190	modENCODE_44
44	POL-2_N2_Mixed_Embryos (CVMMS126R_8WG16_N2_MXEMB)	RNAPIIIN1_98099_532.pair	raw_data/RNAPIIIN1_98099_532.pair	Cele_WS190	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_pair	RNA polII CTD domain unphosophorylated	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	0	input	Cy3 dye	Cele_WS190	modENCODE_44
44	POL-2_N2_Mixed_Embryos (CVMMS126R_8WG16_N2_MXEMB)	RNAPIIIN2_97978_635.pair	raw_data/RNAPIIIN2_97978_635.pair	Cele_WS190	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_pair	RNA polII CTD domain unphosophorylated	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	1	input	Cy5 dye	Cele_WS190	modENCODE_44
44	POL-2_N2_Mixed_Embryos (CVMMS126R_8WG16_N2_MXEMB)	RNAPIIIN2_98337_635.pair	raw_data/RNAPIIIN2_98337_635.pair	Cele_WS190	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_pair	RNA polII CTD domain unphosophorylated	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	1	input	Cy5 dye	Cele_WS190	modENCODE_44
44	POL-2_N2_Mixed_Embryos (CVMMS126R_8WG16_N2_MXEMB)	RNAPIIIP1_89324_635.pair	raw_data/RNAPIIIP1_89324_635.pair	Cele_WS190	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_pair	RNA polII CTD domain unphosophorylated	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	0	ChIP	Cy5 dye	Cele_WS190	modENCODE_44
44	POL-2_N2_Mixed_Embryos (CVMMS126R_8WG16_N2_MXEMB)	RNAPIIIP1_98099_635.pair	raw_data/RNAPIIIP1_98099_635.pair	Cele_WS190	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_pair	RNA polII CTD domain unphosophorylated	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	0	ChIP	Cy5 dye	Cele_WS190	modENCODE_44
44	POL-2_N2_Mixed_Embryos (CVMMS126R_8WG16_N2_MXEMB)	RNAPIIIP1_WS180.wig	normalized_data/RNAPIIIP1_WS180.wig	Cele_WS190	Non-TF-Chromatin-binding-factor	ChIP-chip	normalized-arrayfile_wiggle	RNA polII CTD domain unphosophorylated	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	0			Cele_WS190	modENCODE_44
44	POL-2_N2_Mixed_Embryos (CVMMS126R_8WG16_N2_MXEMB)	RNAPIIIP2_97978_532.pair	raw_data/RNAPIIIP2_97978_532.pair	Cele_WS190	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_pair	RNA polII CTD domain unphosophorylated	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	1	ChIP	Cy3 dye	Cele_WS190	modENCODE_44
44	POL-2_N2_Mixed_Embryos (CVMMS126R_8WG16_N2_MXEMB)	RNAPIIIP2_98337_532.pair	raw_data/RNAPIIIP2_98337_532.pair	Cele_WS190	Non-TF-Chromatin-binding-factor	ChIP-chip	raw-arrayfile_pair	RNA polII CTD domain unphosophorylated	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	1	ChIP	Cy3 dye	Cele_WS190	modENCODE_44
44	POL-2_N2_Mixed_Embryos (CVMMS126R_8WG16_N2_MXEMB)	RNAPIIIP2_dyeswap_WS180.wig	normalized_data/RNAPIIIP2_dyeswap_WS180.wig	Cele_WS190	Non-TF-Chromatin-binding-factor	ChIP-chip	normalized-arrayfile_wiggle	RNA polII CTD domain unphosophorylated	Developmental-Stage_Mixed Embryo;temperature_20 degree celsius	ChIP-chip	1			Cele_WS190	modENCODE_44
48	Dm_CME-L1_TotalRNA_p200_086-088-090_38bp	CME-L1.bed.gff3	CME-L1.bed.gff3	Dmel_r5.4	mRNA	RNA-tiling-array	gene-model_gff3	total-RNA	Cell-Line_CME-L1;Tissue_ventral prothoracic disc;Developmental-Stage_third instar larval stage	RNA-tiling-array	all			Dmel_r5.4	modENCODE_48
48	Dm_CME-L1_TotalRNA_p200_086-088-090_38bp	Dro2_AS_CME-L1_558.gr	Dro2_AS_CME-L1_558.gr	Dmel_r5.4	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Cell-Line_CME-L1;Tissue_ventral prothoracic disc;Developmental-Stage_third instar larval stage	RNA-tiling-array	0			Dmel_r5.4	modENCODE_48
48	Dm_CME-L1_TotalRNA_p200_086-088-090_38bp	Dro2_AS_CME-L1_C01_B1_T1.CEL.bz2	Dro2_AS_CME-L1_C01_B1_T1.CEL.bz2	Dmel_r5.4	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Cell-Line_CME-L1;Tissue_ventral prothoracic disc;Developmental-Stage_third instar larval stage	RNA-tiling-array	0		Biotin	Dmel_r5.4	modENCODE_48
